Time (s);Linear Acceleration x (m/s^2);Linear Acceleration y (m/s^2);Linear Acceleration z (m/s^2);Absolute acceleration (m/s^2);tipo
74.729410;-0.262900;-0.160000;6.400000;6.410000;SUBIR
74.734221;-0.159450;-0.267000;6.340000;6.350000;SUBIR
74.739032;-0.055040;-0.340000;6.220000;6.230000;SUBIR
74.743842;0.044360;-0.393000;6.040000;6.050000;SUBIR
74.748653;0.121030;-0.435000;5.820000;5.840000;SUBIR
74.753464;0.244360;-0.454000;5.400000;5.430000;SUBIR
74.758275;0.408190;-0.404000;4.820000;4.850000;SUBIR
74.763085;0.564670;-0.363000;4.100000;4.150000;SUBIR
74.767896;0.663720;-0.351000;3.280000;3.360000;SUBIR
74.772707;0.686490;-0.354000;2.480000;2.590000;SUBIR
74.777518;0.702900;-0.370000;1.780000;1.950000;SUBIR
74.782328;0.744630;-0.384000;1.070000;1.360000;SUBIR
74.787139;0.780150;-0.360000;0.458000;0.974000;SUBIR
74.791950;0.798150;-0.268000;-0.110000;0.849000;SUBIR
74.796760;0.859080;-0.207000;-0.630000;1.090000;SUBIR
74.801571;0.849040;-0.209000;-1.110000;1.420000;SUBIR
74.806382;0.835830;-0.166000;-1.440000;1.670000;SUBIR
74.811193;0.791860;-0.176000;-1.700000;1.890000;SUBIR
74.816003;0.723800;-0.163000;-1.850000;1.990000;SUBIR
74.820814;0.632500;-0.181000;-1.870000;1.990000;SUBIR
74.825625;0.560360;-0.179000;-1.830000;1.920000;SUBIR
74.830436;0.546920;-0.215000;-1.730000;1.830000;SUBIR
74.835246;0.447280;-0.261000;-1.570000;1.660000;SUBIR
74.840057;0.379200;-0.306000;-1.390000;1.480000;SUBIR
74.844868;0.335540;-0.360000;-1.160000;1.260000;SUBIR
74.849679;0.297200;-0.459000;-0.898000;1.050000;SUBIR
74.854489;0.238260;-0.514000;-0.635000;0.851000;SUBIR
74.859300;0.206780;-0.606000;-0.368000;0.739000;SUBIR
74.864111;0.139790;-0.646000;-0.187000;0.687000;SUBIR
74.868922;0.101070;-0.681000;-0.056000;0.690000;SUBIR
74.873732;0.139090;-0.735000;0.070100;0.751000;SUBIR
74.878543;0.250630;-0.800000;0.302000;0.891000;SUBIR
74.883354;0.357320;-0.868000;0.486000;1.060000;SUBIR
74.888164;0.474190;-0.938000;0.622000;1.220000;SUBIR
74.892975;0.619150;-1.030000;0.793000;1.440000;SUBIR
74.897786;0.781530;-1.120000;0.928000;1.650000;SUBIR
74.902597;0.876770;-1.140000;1.040000;1.770000;SUBIR
74.907407;1.004430;-1.170000;1.090000;1.890000;SUBIR
74.912218;1.118300;-1.180000;1.080000;1.960000;SUBIR
74.917029;1.216330;-1.160000;1.060000;1.990000;SUBIR
74.921840;1.309540;-1.220000;0.989000;2.040000;SUBIR
74.926650;1.328820;-1.240000;0.834000;2.000000;SUBIR
74.931461;1.322160;-1.240000;0.647000;1.930000;SUBIR
74.936272;1.270560;-1.190000;0.415000;1.790000;SUBIR
74.941082;1.161850;-1.210000;0.149000;1.680000;SUBIR
74.945893;1.070190;-1.170000;-0.140000;1.590000;SUBIR
74.950704;0.979690;-1.120000;-0.438000;1.550000;SUBIR
74.955515;0.878440;-1.110000;-0.704000;1.580000;SUBIR
74.960325;0.854780;-1.080000;-0.939000;1.670000;SUBIR
74.965136;0.796290;-1.070000;-1.110000;1.740000;SUBIR
74.969947;0.767510;-1.040000;-1.220000;1.780000;SUBIR
74.974758;0.798370;-1.090000;-1.320000;1.890000;SUBIR
74.979568;0.850500;-1.040000;-1.390000;1.930000;SUBIR
74.984379;0.956330;-1.030000;-1.460000;2.020000;SUBIR
74.989190;1.031070;-1.050000;-1.550000;2.140000;SUBIR
74.994001;1.068890;-1.060000;-1.630000;2.220000;SUBIR
74.998811;1.059100;-1.050000;-1.700000;2.260000;SUBIR
75.003622;1.064220;-1.060000;-1.810000;2.350000;SUBIR
75.008433;1.034060;-1.040000;-1.930000;2.430000;SUBIR
75.013243;1.045340;-1.060000;-2.080000;2.560000;SUBIR
75.018054;0.999000;-1.020000;-2.260000;2.680000;SUBIR
75.022865;1.019410;-1.010000;-2.480000;2.870000;SUBIR
75.027676;1.024220;-1.000000;-2.660000;3.020000;SUBIR
75.032486;1.026530;-1.000000;-2.880000;3.220000;SUBIR
75.037297;1.020790;-0.962000;-3.040000;3.350000;SUBIR
75.042108;1.001240;-0.929000;-3.250000;3.530000;SUBIR
75.046919;0.958600;-0.913000;-3.440000;3.690000;SUBIR
75.051729;0.926570;-0.886000;-3.620000;3.840000;SUBIR
75.056540;0.876500;-0.889000;-3.780000;3.980000;SUBIR
75.061351;0.802650;-0.892000;-3.910000;4.090000;SUBIR
75.066162;0.734930;-0.852000;-4.020000;4.170000;SUBIR
75.070972;0.684220;-0.810000;-4.160000;4.300000;SUBIR
75.075783;0.622840;-0.777000;-4.290000;4.400000;SUBIR
75.080594;0.569790;-0.764000;-4.390000;4.500000;SUBIR
75.085404;0.514240;-0.736000;-4.440000;4.530000;SUBIR
75.090215;0.476440;-0.693000;-4.520000;4.590000;SUBIR
75.095026;0.470440;-0.677000;-4.570000;4.640000;SUBIR
75.099837;0.429310;-0.598000;-4.640000;4.690000;SUBIR
75.104647;0.388690;-0.575000;-4.700000;4.750000;SUBIR
75.109458;0.328330;-0.565000;-4.730000;4.770000;SUBIR
75.114269;0.245980;-0.531000;-4.740000;4.780000;SUBIR
75.119080;0.232510;-0.501000;-4.750000;4.780000;SUBIR
75.123890;0.222300;-0.463000;-4.690000;4.720000;SUBIR
75.128701;0.200090;-0.412000;-4.640000;4.660000;SUBIR
75.133512;0.231760;-0.354000;-4.610000;4.630000;SUBIR
75.138322;0.234890;-0.274000;-4.550000;4.560000;SUBIR
75.143133;0.207150;-0.263000;-4.440000;4.460000;SUBIR
75.147944;0.178350;-0.235000;-4.300000;4.310000;SUBIR
75.152755;0.178540;-0.207000;-4.130000;4.140000;SUBIR
75.157565;0.151630;-0.178000;-3.860000;3.870000;SUBIR
75.162376;0.091820;-0.113000;-3.590000;3.590000;SUBIR
75.167187;0.020710;-0.105000;-3.300000;3.300000;SUBIR
75.171998;-0.077160;-0.101000;-3.010000;3.020000;SUBIR
75.176808;-0.128920;-0.063300;-2.740000;2.740000;SUBIR
75.181619;-0.159770;-0.068000;-2.480000;2.480000;SUBIR
75.186430;-0.136300;-0.001050;-2.220000;2.220000;SUBIR
75.191241;-0.190260;0.019100;-1.990000;2.000000;SUBIR
75.196051;-0.274880;0.028500;-1.750000;1.780000;SUBIR
75.200862;-0.408300;0.073600;-1.490000;1.540000;SUBIR
75.205673;-0.644330;0.135000;-1.230000;1.400000;SUBIR
75.210483;-0.844470;0.151000;-0.979000;1.300000;SUBIR
75.215294;-1.078190;0.188000;-0.724000;1.310000;SUBIR
75.220105;-1.322890;0.221000;-0.472000;1.420000;SUBIR
75.224916;-1.485250;0.253000;-0.206000;1.520000;SUBIR
75.229726;-1.690840;0.253000;0.096500;1.710000;SUBIR
75.234537;-1.842720;0.259000;0.373000;1.900000;SUBIR
75.239348;-1.968410;0.267000;0.670000;2.100000;SUBIR
75.244159;-2.009420;0.274000;0.977000;2.250000;SUBIR
75.248969;-2.045840;0.256000;1.330000;2.460000;SUBIR
75.253780;-2.056350;0.326000;1.680000;2.670000;SUBIR
75.258591;-2.043450;0.382000;2.050000;2.920000;SUBIR
75.263402;-2.048020;0.421000;2.380000;3.170000;SUBIR
75.268212;-2.069120;0.421000;2.750000;3.460000;SUBIR
75.273023;-2.117940;0.405000;3.050000;3.740000;SUBIR
75.277834;-2.108730;0.366000;3.360000;3.990000;SUBIR
75.282644;-2.159240;0.361000;3.690000;4.290000;SUBIR
75.287455;-2.149220;0.345000;3.970000;4.520000;SUBIR
75.292266;-2.083640;0.308000;4.210000;4.710000;SUBIR
75.297077;-2.120800;0.284000;4.460000;4.950000;SUBIR
75.301887;-2.154350;0.212000;4.610000;5.100000;SUBIR
75.306698;-2.224690;0.155000;4.710000;5.210000;SUBIR
75.311509;-2.334880;0.104000;4.730000;5.270000;SUBIR
75.316320;-2.396940;0.050200;4.640000;5.220000;SUBIR
75.321130;-2.458070;0.048400;4.480000;5.110000;SUBIR
75.325941;-2.462740;0.066400;4.250000;4.910000;SUBIR
75.330752;-2.435570;0.064300;4.030000;4.710000;SUBIR
75.335563;-2.379860;0.084600;3.790000;4.470000;SUBIR
75.340373;-2.301720;0.062200;3.700000;4.360000;SUBIR
75.345184;-2.311020;0.078400;3.660000;4.330000;SUBIR
75.349995;-2.291880;-0.000662;3.750000;4.400000;SUBIR
75.354805;-2.255130;-0.040200;3.960000;4.560000;SUBIR
75.359616;-2.175930;-0.120000;4.320000;4.840000;SUBIR
75.364427;-2.059470;-0.195000;4.710000;5.140000;SUBIR
75.369238;-1.949270;-0.285000;5.110000;5.470000;SUBIR
75.374048;-1.752540;-0.371000;5.510000;5.790000;SUBIR
75.378859;-1.621870;-0.470000;5.860000;6.100000;SUBIR
75.383670;-1.407470;-0.561000;6.160000;6.340000;SUBIR
75.388481;-1.175800;-0.656000;6.400000;6.540000;SUBIR
75.393291;-0.904850;-0.676000;6.480000;6.580000;SUBIR
75.398102;-0.669400;-0.750000;6.510000;6.590000;SUBIR
75.402913;-0.385170;-0.790000;6.380000;6.440000;SUBIR
75.407723;-0.114670;-0.807000;6.230000;6.280000;SUBIR
75.412534;0.120600;-0.797000;5.940000;5.990000;SUBIR
75.417345;0.365250;-0.811000;5.570000;5.640000;SUBIR
75.422156;0.514550;-0.779000;5.100000;5.190000;SUBIR
75.426966;0.594350;-0.727000;4.490000;4.590000;SUBIR
75.431777;0.627200;-0.666000;3.930000;4.030000;SUBIR
75.436588;0.610370;-0.653000;3.370000;3.490000;SUBIR
75.441399;0.538770;-0.624000;2.830000;2.950000;SUBIR
75.446209;0.438470;-0.621000;2.290000;2.420000;SUBIR
75.451020;0.220820;-0.594000;1.870000;1.980000;SUBIR
75.455831;0.007470;-0.600000;1.370000;1.500000;SUBIR
75.460642;-0.174690;-0.595000;0.837000;1.040000;SUBIR
75.465452;-0.347800;-0.610000;0.340000;0.780000;SUBIR
75.470263;-0.576030;-0.639000;-0.161000;0.875000;SUBIR
75.475074;-0.758590;-0.571000;-0.618000;1.130000;SUBIR
75.479884;-0.974290;-0.592000;-1.010000;1.520000;SUBIR
75.484695;-1.201680;-0.564000;-1.460000;1.970000;SUBIR
75.489506;-1.420580;-0.569000;-1.880000;2.420000;SUBIR
75.494317;-1.668090;-0.600000;-2.280000;2.890000;SUBIR
75.499127;-1.929140;-0.614000;-2.650000;3.330000;SUBIR
75.503938;-2.131220;-0.611000;-2.930000;3.680000;SUBIR
75.508749;-2.343190;-0.638000;-3.140000;3.970000;SUBIR
75.513560;-2.524910;-0.667000;-3.290000;4.200000;SUBIR
75.518370;-2.693720;-0.721000;-3.410000;4.400000;SUBIR
75.523181;-2.880190;-0.734000;-3.460000;4.560000;SUBIR
75.527992;-2.946150;-0.775000;-3.480000;4.630000;SUBIR
75.532802;-2.990240;-0.828000;-3.470000;4.660000;SUBIR
75.537613;-2.973420;-0.877000;-3.470000;4.660000;SUBIR
75.542424;-2.902360;-0.950000;-3.480000;4.630000;SUBIR
75.547235;-2.730780;-0.991000;-3.490000;4.540000;SUBIR
75.552045;-2.536820;-1.040000;-3.540000;4.480000;SUBIR
75.556856;-2.288220;-1.080000;-3.570000;4.380000;SUBIR
75.561667;-2.030420;-1.130000;-3.610000;4.290000;SUBIR
75.566478;-1.698540;-1.180000;-3.610000;4.160000;SUBIR
75.571288;-1.414060;-1.210000;-3.630000;4.080000;SUBIR
75.576099;-1.134480;-1.230000;-3.600000;3.970000;SUBIR
75.580910;-0.816420;-1.260000;-3.540000;3.840000;SUBIR
75.585721;-0.571760;-1.300000;-3.440000;3.730000;SUBIR
75.590531;-0.387190;-1.310000;-3.330000;3.600000;SUBIR
75.595342;-0.230050;-1.270000;-3.220000;3.470000;SUBIR
75.600153;-0.058290;-1.260000;-3.100000;3.340000;SUBIR
75.604963;0.080160;-1.260000;-3.060000;3.310000;SUBIR
75.609774;0.155200;-1.240000;-3.010000;3.260000;SUBIR
75.614585;0.228840;-1.180000;-2.990000;3.220000;SUBIR
75.619396;0.277090;-1.160000;-2.950000;3.180000;SUBIR
75.624206;0.312930;-1.150000;-2.900000;3.140000;SUBIR
75.629017;0.394720;-1.140000;-2.800000;3.050000;SUBIR
75.633828;0.442210;-1.110000;-2.680000;2.930000;SUBIR
75.638639;0.511510;-1.080000;-2.530000;2.800000;SUBIR
75.643449;0.582250;-1.050000;-2.400000;2.690000;SUBIR
75.648260;0.666450;-0.979000;-2.270000;2.560000;SUBIR
75.653071;0.742760;-0.956000;-2.170000;2.490000;SUBIR
75.657882;0.844790;-0.925000;-2.100000;2.450000;SUBIR
75.662692;0.938120;-0.894000;-2.080000;2.450000;SUBIR
75.667503;1.042090;-0.863000;-2.080000;2.480000;SUBIR
75.672314;1.150910;-0.782000;-2.100000;2.520000;SUBIR
75.677124;1.189410;-0.757000;-2.110000;2.540000;SUBIR
75.681935;1.217690;-0.679000;-2.210000;2.610000;SUBIR
75.686746;1.174120;-0.627000;-2.270000;2.630000;SUBIR
75.691557;1.086400;-0.573000;-2.360000;2.660000;SUBIR
75.696367;1.061100;-0.533000;-2.500000;2.770000;SUBIR
75.701178;1.044410;-0.470000;-2.650000;2.890000;SUBIR
75.705989;1.063750;-0.393000;-2.820000;3.040000;SUBIR
75.710800;1.064000;-0.322000;-3.030000;3.220000;SUBIR
75.715610;1.061870;-0.264000;-3.160000;3.340000;SUBIR
75.720421;1.056100;-0.208000;-3.340000;3.510000;SUBIR
75.725232;1.029960;-0.121000;-3.490000;3.640000;SUBIR
75.730042;0.854470;-0.081300;-3.590000;3.690000;SUBIR
75.734853;0.649320;0.006290;-3.690000;3.740000;SUBIR
75.739664;0.574280;-0.006890;-3.770000;3.820000;SUBIR
75.744475;0.406490;-0.021600;-3.860000;3.880000;SUBIR
75.749285;0.331050;0.019400;-3.830000;3.840000;SUBIR
75.754096;0.254710;0.072800;-3.710000;3.720000;SUBIR
75.758907;0.201440;0.078600;-3.610000;3.620000;SUBIR
75.763718;0.240610;0.128000;-3.560000;3.570000;SUBIR
75.768528;0.208500;0.158000;-3.510000;3.520000;SUBIR
75.773339;0.230960;0.234000;-3.510000;3.530000;SUBIR
75.778150;0.237310;0.263000;-3.500000;3.520000;SUBIR
75.782961;0.250490;0.283000;-3.510000;3.530000;SUBIR
75.787771;0.293150;0.278000;-3.540000;3.570000;SUBIR
75.792582;0.314170;0.268000;-3.560000;3.580000;SUBIR
75.797393;0.379330;0.284000;-3.520000;3.550000;SUBIR
75.802203;0.426510;0.287000;-3.430000;3.470000;SUBIR
75.807014;0.405590;0.313000;-3.330000;3.370000;SUBIR
75.811825;0.438570;0.350000;-3.120000;3.170000;SUBIR
75.816636;0.373690;0.335000;-2.970000;3.010000;SUBIR
75.821446;0.311470;0.353000;-2.810000;2.840000;SUBIR
75.826257;0.199380;0.361000;-2.610000;2.640000;SUBIR
75.831068;0.043430;0.333000;-2.430000;2.450000;SUBIR
75.835879;-0.064290;0.381000;-2.250000;2.280000;SUBIR
75.840689;-0.174190;0.436000;-2.000000;2.050000;SUBIR
75.845500;-0.227810;0.470000;-1.760000;1.840000;SUBIR
75.850311;-0.298340;0.493000;-1.500000;1.600000;SUBIR
75.855121;-0.308370;0.518000;-1.210000;1.350000;SUBIR
75.859932;-0.308560;0.498000;-0.863000;1.040000;SUBIR
75.864743;-0.288300;0.464000;-0.396000;0.675000;SUBIR
75.869554;-0.263480;0.514000;0.168000;0.602000;SUBIR
75.874364;-0.248780;0.503000;0.748000;0.935000;SUBIR
75.879175;-0.182330;0.524000;1.340000;1.450000;SUBIR
75.883986;-0.156530;0.526000;1.990000;2.060000;SUBIR
75.888797;-0.032040;0.515000;2.550000;2.600000;SUBIR
75.893607;0.095180;0.459000;3.110000;3.150000;SUBIR
75.898418;0.280930;0.472000;3.630000;3.670000;SUBIR
75.903229;0.498690;0.484000;4.050000;4.110000;SUBIR
75.908039;0.671820;0.487000;4.380000;4.460000;SUBIR
75.912850;0.828980;0.546000;4.680000;4.780000;SUBIR
75.917661;0.930610;0.587000;4.890000;5.010000;SUBIR
75.922472;0.989910;0.605000;4.960000;5.100000;SUBIR
75.927282;1.027140;0.641000;5.000000;5.150000;SUBIR
75.932093;1.118960;0.716000;4.960000;5.130000;SUBIR
75.936904;1.073370;0.807000;4.850000;5.040000;SUBIR
75.941715;1.040340;0.868000;4.670000;4.870000;SUBIR
75.946525;0.936930;0.941000;4.460000;4.650000;SUBIR
75.951336;0.834370;1.080000;4.170000;4.390000;SUBIR
75.956147;0.701030;1.140000;3.900000;4.130000;SUBIR
75.960957;0.615050;1.230000;3.630000;3.880000;SUBIR
75.965768;0.558740;1.340000;3.400000;3.700000;SUBIR
75.970579;0.511830;1.380000;3.200000;3.520000;SUBIR
75.975390;0.450890;1.460000;3.050000;3.410000;SUBIR
75.980200;0.364490;1.500000;2.940000;3.320000;SUBIR
75.985011;0.257750;1.510000;2.870000;3.260000;SUBIR
75.989822;0.041610;1.480000;2.860000;3.220000;SUBIR
75.994633;-0.136560;1.430000;2.920000;3.260000;SUBIR
75.999443;-0.359030;1.290000;3.040000;3.330000;SUBIR
76.004254;-0.506440;1.160000;3.290000;3.520000;SUBIR
76.009065;-0.639890;1.000000;3.640000;3.820000;SUBIR
76.013876;-0.665360;0.822000;4.070000;4.210000;SUBIR
76.018686;-0.631560;0.667000;4.460000;4.550000;SUBIR
76.023497;-0.639930;0.530000;4.840000;4.910000;SUBIR
76.028308;-0.642280;0.372000;5.290000;5.340000;SUBIR
76.033118;-0.625100;0.220000;5.650000;5.690000;SUBIR
76.037929;-0.572530;0.077700;5.970000;6.000000;SUBIR
76.042740;-0.473660;-0.053700;6.220000;6.240000;SUBIR
76.047551;-0.310070;-0.129000;6.380000;6.390000;SUBIR
76.052361;-0.144370;-0.209000;6.520000;6.530000;SUBIR
76.057172;0.039400;-0.264000;6.560000;6.560000;SUBIR
76.061983;0.239830;-0.301000;6.500000;6.510000;SUBIR
76.066794;0.459320;-0.344000;6.410000;6.440000;SUBIR
76.071604;0.618180;-0.366000;6.260000;6.300000;SUBIR
76.076415;0.723390;-0.375000;5.980000;6.040000;SUBIR
76.081226;0.693790;-0.378000;5.580000;5.640000;SUBIR
76.086037;0.652200;-0.370000;5.090000;5.150000;SUBIR
76.090847;0.626380;-0.395000;4.580000;4.640000;SUBIR
76.095658;0.631260;-0.369000;4.100000;4.160000;SUBIR
76.100469;0.660440;-0.331000;3.690000;3.760000;SUBIR
76.105279;0.664810;-0.319000;3.300000;3.380000;SUBIR
76.110090;0.649130;-0.287000;2.860000;2.950000;SUBIR
76.114901;0.650900;-0.281000;2.380000;2.480000;SUBIR
76.119712;0.651490;-0.213000;1.830000;1.960000;SUBIR
76.124522;0.677760;-0.200000;1.310000;1.490000;SUBIR
76.129333;0.734020;-0.186000;0.769000;1.080000;SUBIR
76.134144;0.812480;-0.134000;0.283000;0.871000;SUBIR
76.138955;0.871060;-0.098300;-0.126000;0.886000;SUBIR
76.143765;0.904380;-0.064400;-0.511000;1.040000;SUBIR
76.148576;0.939390;-0.060600;-0.855000;1.270000;SUBIR
76.153387;0.950250;-0.048100;-1.170000;1.510000;SUBIR
76.158197;0.980130;0.014000;-1.410000;1.720000;SUBIR
76.163008;0.967090;0.008850;-1.600000;1.870000;SUBIR
76.167819;0.955400;-0.013300;-1.660000;1.910000;SUBIR
76.172630;0.927090;-0.050000;-1.680000;1.920000;SUBIR
76.177440;0.849570;-0.073200;-1.570000;1.790000;SUBIR
76.182251;0.807330;-0.111000;-1.400000;1.620000;SUBIR
76.187062;0.768410;-0.118000;-1.190000;1.420000;SUBIR
76.191873;0.769210;-0.164000;-1.020000;1.290000;SUBIR
76.196683;0.755100;-0.208000;-0.831000;1.140000;SUBIR
76.201494;0.802140;-0.260000;-0.705000;1.100000;SUBIR
76.206305;0.881220;-0.315000;-0.591000;1.110000;SUBIR
76.211115;0.962120;-0.322000;-0.520000;1.140000;SUBIR
76.215926;1.067480;-0.367000;-0.522000;1.240000;SUBIR
76.220737;1.211680;-0.395000;-0.527000;1.380000;SUBIR
76.225548;1.284850;-0.415000;-0.520000;1.450000;SUBIR
76.230358;1.381560;-0.438000;-0.554000;1.550000;SUBIR
76.235169;1.420480;-0.438000;-0.613000;1.610000;SUBIR
76.239980;1.478130;-0.496000;-0.677000;1.700000;SUBIR
76.244791;1.502000;-0.498000;-0.687000;1.730000;SUBIR
76.249601;1.559080;-0.505000;-0.714000;1.790000;SUBIR
76.254412;1.587160;-0.492000;-0.685000;1.800000;SUBIR
76.259223;1.612790;-0.519000;-0.649000;1.810000;SUBIR
76.264033;1.607300;-0.552000;-0.599000;1.800000;SUBIR
76.268844;1.586470;-0.582000;-0.539000;1.770000;SUBIR
76.273655;1.504860;-0.608000;-0.453000;1.690000;SUBIR
76.278466;1.453360;-0.655000;-0.390000;1.640000;SUBIR
76.283276;1.354110;-0.724000;-0.274000;1.560000;SUBIR
76.288087;1.322880;-0.795000;-0.174000;1.550000;SUBIR
76.292898;1.405970;-0.865000;-0.064700;1.650000;SUBIR
76.297709;1.506270;-0.942000;0.047800;1.780000;SUBIR
76.302519;1.615140;-0.989000;0.152000;1.900000;SUBIR
76.307330;1.724060;-1.010000;0.211000;2.010000;SUBIR
76.312141;1.777870;-1.080000;0.249000;2.100000;SUBIR
76.316952;1.838750;-1.160000;0.247000;2.190000;SUBIR
76.321762;1.906550;-1.200000;0.225000;2.260000;SUBIR
76.326573;1.905800;-1.290000;0.221000;2.310000;SUBIR
76.331384;1.901330;-1.330000;0.131000;2.320000;SUBIR
76.336194;1.902650;-1.420000;0.025600;2.370000;SUBIR
76.341005;1.860840;-1.450000;-0.083200;2.360000;SUBIR
76.345816;1.823660;-1.520000;-0.210000;2.380000;SUBIR
76.350627;1.764970;-1.530000;-0.368000;2.360000;SUBIR
76.355437;1.720730;-1.590000;-0.518000;2.400000;SUBIR
76.360248;1.704140;-1.590000;-0.769000;2.450000;SUBIR
76.365059;1.628000;-1.590000;-0.982000;2.480000;SUBIR
76.369869;1.586830;-1.600000;-1.230000;2.570000;SUBIR
76.374680;1.549590;-1.630000;-1.460000;2.680000;SUBIR
76.379491;1.498340;-1.650000;-1.710000;2.810000;SUBIR
76.384302;1.480810;-1.690000;-1.910000;2.950000;SUBIR
76.389112;1.435010;-1.670000;-2.130000;3.060000;SUBIR
76.393923;1.455550;-1.710000;-2.340000;3.240000;SUBIR
76.398734;1.416900;-1.740000;-2.540000;3.390000;SUBIR
76.403545;1.402980;-1.780000;-2.700000;3.520000;SUBIR
76.408355;1.338730;-1.770000;-2.870000;3.630000;SUBIR
76.413166;1.330770;-1.760000;-3.040000;3.760000;SUBIR
76.417977;1.305090;-1.750000;-3.230000;3.900000;SUBIR
76.422787;1.249780;-1.750000;-3.400000;4.020000;SUBIR
76.427598;1.173270;-1.760000;-3.600000;4.170000;SUBIR
76.432409;1.169100;-1.750000;-3.740000;4.300000;SUBIR
76.437220;1.142710;-1.750000;-3.920000;4.440000;SUBIR
76.442030;1.084580;-1.720000;-4.080000;4.550000;SUBIR
76.446841;1.063100;-1.700000;-4.180000;4.630000;SUBIR
76.451652;1.009170;-1.660000;-4.260000;4.680000;SUBIR
76.456463;0.982800;-1.660000;-4.330000;4.740000;SUBIR
76.461273;0.926730;-1.610000;-4.410000;4.780000;SUBIR
76.466084;0.798090;-1.590000;-4.470000;4.810000;SUBIR
76.470895;0.751280;-1.510000;-4.530000;4.840000;SUBIR
76.475706;0.680060;-1.480000;-4.570000;4.850000;SUBIR
76.480516;0.622820;-1.440000;-4.610000;4.870000;SUBIR
76.485327;0.583280;-1.360000;-4.590000;4.830000;SUBIR
76.490138;0.483870;-1.320000;-4.600000;4.810000;SUBIR
76.494948;0.417780;-1.290000;-4.600000;4.800000;SUBIR
76.499759;0.409980;-1.250000;-4.570000;4.760000;SUBIR
76.504570;0.398150;-1.160000;-4.550000;4.710000;SUBIR
76.509381;0.397590;-1.060000;-4.530000;4.670000;SUBIR
76.514191;0.403340;-0.983000;-4.510000;4.630000;SUBIR
76.519002;0.343700;-0.954000;-4.450000;4.560000;SUBIR
76.523813;0.238830;-0.898000;-4.320000;4.420000;SUBIR
76.528624;0.122050;-0.821000;-4.130000;4.220000;SUBIR
76.533434;0.014690;-0.750000;-3.930000;4.000000;SUBIR
76.538245;-0.107340;-0.697000;-3.670000;3.740000;SUBIR
76.543056;-0.294160;-0.635000;-3.400000;3.470000;SUBIR
76.547866;-0.476410;-0.558000;-3.110000;3.200000;SUBIR
76.552677;-0.637390;-0.549000;-2.790000;2.910000;SUBIR
76.557488;-0.824750;-0.461000;-2.500000;2.670000;SUBIR
76.562299;-0.947680;-0.368000;-2.200000;2.430000;SUBIR
76.567109;-1.054000;-0.250000;-1.930000;2.210000;SUBIR
76.571920;-1.208310;-0.206000;-1.670000;2.070000;SUBIR
76.576731;-1.348510;-0.162000;-1.420000;1.960000;SUBIR
76.581542;-1.471060;-0.059400;-1.160000;1.880000;SUBIR
76.586352;-1.609540;0.012600;-0.893000;1.840000;SUBIR
76.591163;-1.670800;0.114000;-0.631000;1.790000;SUBIR
76.595974;-1.763900;0.196000;-0.367000;1.810000;SUBIR
76.600784;-1.857070;0.245000;-0.065900;1.870000;SUBIR
76.605595;-1.987680;0.337000;0.202000;2.030000;SUBIR
76.610406;-2.096390;0.390000;0.500000;2.190000;SUBIR
76.615217;-2.155000;0.453000;0.821000;2.350000;SUBIR
76.620027;-2.154420;0.499000;1.090000;2.470000;SUBIR
76.624838;-2.134490;0.526000;1.380000;2.590000;SUBIR
76.629649;-2.074020;0.564000;1.600000;2.680000;SUBIR
76.634460;-1.985520;0.622000;1.790000;2.740000;SUBIR
76.639270;-1.879880;0.659000;1.950000;2.790000;SUBIR
76.644081;-1.764400;0.737000;2.080000;2.830000;SUBIR
76.648892;-1.581600;0.815000;2.220000;2.840000;SUBIR
76.653702;-1.461450;0.881000;2.300000;2.870000;SUBIR
76.658513;-1.322300;0.941000;2.330000;2.840000;SUBIR
76.663324;-1.236460;1.010000;2.290000;2.800000;SUBIR
76.668135;-1.204540;1.060000;2.240000;2.760000;SUBIR
76.672945;-1.140790;1.140000;2.180000;2.710000;SUBIR
76.677756;-1.150990;1.250000;2.120000;2.710000;SUBIR
76.682567;-1.177040;1.300000;2.070000;2.710000;SUBIR
76.687378;-1.221990;1.360000;2.070000;2.760000;SUBIR
76.692188;-1.313790;1.390000;2.130000;2.870000;SUBIR
76.696999;-1.449540;1.440000;2.330000;3.100000;SUBIR
76.701810;-1.554940;1.440000;2.550000;3.320000;SUBIR
76.706620;-1.687440;1.500000;2.860000;3.650000;SUBIR
76.711431;-1.825570;1.540000;3.190000;3.980000;SUBIR
76.716242;-1.893120;1.560000;3.530000;4.300000;SUBIR
76.721053;-1.988700;1.550000;3.810000;4.570000;SUBIR
76.725863;-2.008610;1.530000;4.040000;4.770000;SUBIR
76.730674;-2.010740;1.520000;4.210000;4.910000;SUBIR
76.735485;-1.996600;1.510000;4.310000;4.990000;SUBIR
76.740296;-1.997580;1.500000;4.280000;4.950000;SUBIR
76.745106;-1.997130;1.490000;4.220000;4.900000;SUBIR
76.749917;-1.973010;1.510000;4.080000;4.770000;SUBIR
76.754728;-1.973250;1.510000;3.930000;4.650000;SUBIR
76.759538;-1.936880;1.490000;3.760000;4.490000;SUBIR
76.764349;-1.861400;1.480000;3.640000;4.350000;SUBIR
76.769160;-1.800060;1.470000;3.570000;4.260000;SUBIR
76.773971;-1.742690;1.440000;3.560000;4.220000;SUBIR
